51.17 	5.30 	43.54 	1
31.92 	17.86 	50.21 	2
45.45 	18.85 	35.70 	3
32.26 	29.80 	37.94 	4
23.60 	30.18 	46.23 	5
53.03 	7.94 	39.04 	6
3.50 	41.13 	55.37 	7
43.57 	30.63 	25.80 	8
43.82 	14.66 	41.52 	9
69.44 	11.62 	18.94 	10
18.78 	33.96 	47.26 	11
15.38 	12.43 	72.19 	12
48.46 	16.63 	34.91 	13
38.31 	15.75 	45.95 	14
27.16 	26.14 	46.70 	15
35.13 	29.74 	35.13 	16
48.40 	11.06 	40.53 	17
47.78 	40.89 	11.33 	18
52.05 	21.37 	26.58 	19
34.33 	53.83 	11.83 	20
16.20 	37.98 	45.82 	21
48.41 	25.43 	26.15 	22
44.93 	7.84 	47.23 	23
10.20 	22.54 	67.26 	24
62.10 	18.08 	19.83 	25
56.29 	17.14 	26.57 	26
43.77 	44.73 	11.50 	27
39.35 	42.50 	18.15 	28
22.01 	21.85 	56.14 	29
49.50 	12.72 	37.77 	30
16.10 	45.76 	38.14 	31
35.98 	14.39 	49.63 	32
49.39 	27.85 	22.76 	33
38.03 	41.32 	20.66 	34
30.47 	20.73 	48.80 	35
44.32 	17.57 	38.10 	36
35.09 	47.94 	16.97 	37
43.44 	14.75 	41.80 	38
42.12 	19.82 	38.06 	39
45.46 	11.69 	42.84 	40
25.11 	11.35 	63.54 	41
8.10 	21.19 	70.71 	42
9.24 	34.01 	56.75 	43
28.50 	54.20 	17.30 	44
41.42 	14.22 	44.36 	45
43.31 	49.21 	7.48 	46
69.39 	9.39 	21.22 	47
6.82 	38.61 	54.57 	48
12.09 	42.02 	45.89 	49
22.96 	21.76 	55.28 	50
29.68 	35.16 	35.16 	51
36.33 	14.20 	49.47 	52
56.10 	21.75 	22.16 	53
13.71 	20.52 	65.77 	54
15.33 	33.80 	50.87 	55
40.85 	20.30 	38.85 	56
49.73 	28.63 	21.64 	57
13.93 	59.47 	26.60 	58
35.55 	9.59 	54.86 	59
47.47 	40.45 	12.08 	60
72.21 	17.09 	10.70 	61
0.00 	34.48 	65.52 	62
28.15 	27.66 	44.19 	63
31.08 	33.37 	35.55 	64
46.70 	11.81 	41.49 	65
63.16 	24.12 	12.72 	66
22.94 	32.04 	45.02 	67
42.13 	12.62 	45.25 	68
5.84 	50.19 	43.96 	69
6.32 	59.48 	34.20 	70
50.55 	29.66 	19.80 	71
37.22 	23.80 	38.97 	72
37.10 	12.60 	50.30 	73
51.81 	15.43 	32.77 	74
28.21 	9.91 	61.88 	75
6.29 	76.17 	17.54 	76
10.23 	53.86 	35.91 	77
21.52 	48.34 	30.15 	78
68.58 	19.91 	11.51 	79
43.00 	7.67 	49.32 	80
21.30 	58.51 	20.19 	81
17.96 	45.51 	36.53 	82
21.46 	15.69 	62.85 	83
30.85 	36.14 	33.02 	84
45.87 	24.62 	29.51 	85
48.91 	21.04 	30.05 	86
48.25 	31.69 	20.06 	87
27.71 	43.18 	29.11 	88
29.82 	45.73 	24.46 	89
23.12 	31.35 	45.53 	90
47.68 	29.94 	22.38 	91
42.95 	23.62 	33.43 	92
64.85 	7.89 	27.26 	93
37.66 	45.29 	17.05 	94
30.78 	27.03 	42.19 	95
53.07 	1.32 	45.61 	96
22.05 	28.11 	49.83 	97
15.62 	30.51 	53.87 	98
49.14 	7.43 	43.43 	99
52.45 	6.90 	40.66 	100
13.32 	55.09 	31.59 	101
0.00 	21.52 	78.48 	102
18.84 	25.83 	55.33 	103
42.08 	9.05 	48.87 	104
12.79 	57.37 	29.84 	105
38.89 	9.09 	52.02 	106
50.88 	11.60 	37.52 	107
48.10 	17.83 	34.07 	108
36.11 	52.51 	11.38 	109
15.37 	19.18 	65.45 	110
10.82 	25.85 	63.33 	111
30.00 	9.74 	60.26 	112
33.77 	27.51 	38.72 	113
29.85 	36.82 	33.33 	114
31.42 	32.28 	36.30 	115
59.00 	5.27 	35.72 	116
21.46 	30.18 	48.36 	117
18.32 	17.91 	63.77 	118
6.86 	43.37 	49.77 	119
20.70 	55.99 	23.31 	120
